Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,BsmtFinSF1nan,BsmtFinSF2nan,BsmtUnfSFnan,TotalBsmtSFnan,BsmtFullBathnan,BsmtHalfBathnan,GarageYrBltnan,GarageCarsnan,GarageAreanan,SalePricenan
1461,12.0015054797889,0.0,0.2,0.49506374709743084,0.42872551882952425,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.125,0.5714285714285714,0.75,0.5714285714285714,0.4444444444444445,0.625,0.6449275362318847,0.18333333333333002,0.2,0.2857142857142857,0.8666666666666667,0.875,0.25,0.0,0.3333333333333333,0.75,0.4,0.5,0.75,0.25,0.3333333333333333,0.08291991495393339,0.5,0.09436435124508519,0.11558219178082191,0.14435351882160394,1.0,0.5,1.0,1.0,0.3621449788632005,0.0,0.0,0.34908056959458156,0.0,0.0,0.25,0.0,0.25,0.3333333333333333,0.25,0.23076923076923078,1.0,0.0,0.2,0.8333333333333333,0.2115384615384608,0.3333333333333333,0.2,0.49059139784946243,0.6000000000000001,1.0,1.0,0.09831460674157302,0.0,0.0,0.0,0.20833333333333331,0.0,0.0,0.5,0.5,0.0,0.4545454545454545,1.0,0.4444444444444444,0.8,0.5013492517920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1462,12.0015054797889,0.0,0.8,0.4996618181262178,0.46885720098855277,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.3333333333333333,0.375,0.5714285714285714,0.75,0.5714285714285714,0.5555555555555556,0.625,0.6231884057971016,0.13333333333333286,0.8,0.2857142857142857,0.26666666666666666,0.3125,0.5,0.0675,0.3333333333333333,0.75,0.4,0.5,0.75,0.25,0.6666666666666666,0.16353649893692418,0.8333333333333333,0.0,0.1738013698630137,0.21751227495908348,1.0,0.5,1.0,1.0,0.5068275045817017,0.0,0.0,0.48854366154946227,0.0,0.0,0.25,0.5,0.375,0.3333333333333333,0.75,0.3076923076923077,1.0,0.0,0.2,0.8333333333333333,0.20192307692307665,0.3333333333333333,0.2,0.20967741935483872,0.6000000000000001,1.0,1.0,0.2759831460674157,0.04851752021563342,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.7352941176470589,0.4545454545454545,1.0,0.4444444444444444,0.8,0.5013492517920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1463,12.0015054797889,0.2352941176470588,0.8,0.4662070654230954,0.46276862788075546,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5833333333333333,0.375,0.5714285714285714,0.75,0.8571428571428571,0.4444444444444445,0.5,0.9057971014492754,0.7999999999999972,0.2,0.2857142857142857,0.8666666666666667,0.875,0.25,0.0,0.3333333333333333,0.75,1.0,0.75,0.75,0.25,1.0,0.14014883061658398,0.8333333333333333,0.0,0.0586472602739726,0.1518821603927987,1.0,0.75,1.0,1.0,0.3750231231079115,0.3394673123486683,0.0,0.5605458339973692,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.25,0.3076923076923077,1.0,0.25,0.6000000000000001,0.8333333333333333,0.32692307692307665,1.0,0.4,0.32392473118279574,0.6000000000000001,1.0,1.0,0.14887640449438203,0.04582210242587601,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.1818181818181818,1.0,0.4444444444444444,0.8,0.5013492517920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1464,12.0015054797889,0.2352941176470588,0.8,0.48569261471700664,0.3988752807163378,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5833333333333333,0.375,0.5714285714285714,0.75,0.8571428571428571,0.5555555555555556,0.625,0.9130434782608692,0.7999999999999972,0.2,0.2857142857142857,0.8666666666666667,0.875,0.5,0.0125,0.3333333333333333,0.75,1.0,0.5,0.75,0.25,1.0,0.10666194188518781,0.8333333333333333,0.0,0.1386986301369863,0.15155482815057283,1.0,1.0,1.0,1.0,0.3742313440467555,0.32832929782082326,0.0,0.5550747958038622,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.75,0.3846153846153847,1.0,0.25,0.8,0.8333333333333333,0.3301282051282044,1.0,0.4,0.3158602150537635,0.6000000000000001,1.0,1.0,0.25280898876404495,0.04851752021563342,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.4545454545454545,1.0,0.4444444444444444,0.8,0.5013492517920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1465,12.0015054797889,0.588235294117647,0.8,0.26527104552339953,0.2638411184818301,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.9166666666666666,0.375,0.5714285714285714,1.0,0.5714285714285714,0.7777777777777777,0.5,0.8695652173913047,0.7000000000000028,0.2,0.2857142857142857,0.5333333333333333,0.5625,0.25,0.0,0.6666666666666666,0.75,1.0,0.75,0.75,0.25,0.6666666666666666,0.046598157335223246,0.8333333333333333,0.0,0.43535958904109584,0.20949263502454993,1.0,1.0,1.0,1.0,0.4930409212563944,0.0,0.0,0.4752544303275674,0.0,0.0,0.5,0.0,0.25,0.3333333333333333,0.75,0.23076923076923078,1.0,0.0,0.2,0.8333333333333333,0.31089743589743524,0.6666666666666666,0.4,0.34005376344086025,0.6000000000000001,1.0,1.0,0.0,0.11051212938005392,0.0,0.0,0.25,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.4444444444444444,0.8,0.5013492517920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1466,12.0015054797889,0.2352941176470588,0.8,0.4711754616031938,0.39930633291473483,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5833333333333333,0.375,0.5714285714285714,0.75,0.8571428571428571,0.5555555555555556,0.5,0.8768115942028984,0.7333333333333343,0.2,0.2857142857142857,0.5333333333333333,0.5625,0.25,0.0,0.3333333333333333,0.75,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.3266267123287671,0.12487725040916531,1.0,0.75,1.0,1.0,0.30317623958172657,0.4319612590799031,0.0,0.5661473561766956,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.25,0.3846153846153847,1.0,0.25,0.6000000000000001,0.8333333333333333,0.3141025641025639,1.0,0.4,0.2956989247311828,0.6000000000000001,1.0,1.0,0.11025280898876404,0.11320754716981132,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.2727272727272727,1.0,0.4444444444444444,0.8,0.5013492517920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1467,12.0015054797889,0.0,0.8,0.4349089973815976,0.3551433934538508,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5833333333333333,0.375,0.5714285714285714,0.75,0.5714285714285714,0.5555555555555556,0.75,0.8695652173913047,0.9500000000000028,0.2,0.2857142857142857,0.5333333333333333,0.5625,0.25,0.0,0.3333333333333333,0.5,1.0,0.75,0.75,0.25,0.6666666666666666,0.16566265060240964,0.8333333333333333,0.0,0.0997431506849315,0.19116202945990182,1.0,1.0,1.0,1.0,0.4653585536996121,0.0,0.0,0.4485707064090909,0.3333333333333333,0.0,0.5,0.0,0.375,0.3333333333333333,0.25,0.3076923076923077,1.0,0.0,0.2,0.8333333333333333,0.31089743589743524,1.0,0.4,0.28225806451612906,0.6000000000000001,1.0,1.0,0.33918539325842695,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.029411764705882353,0.1818181818181818,1.0,0.4444444444444444,0.8,0.5013492517920564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1468,12.0015054797889,0.2352941176470588,0.8,0.4066403062325974,0.3652289678276144,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.5833333333333333,0.375,0.5714285714285714,0.75,0.8571428571428571,0.5555555555555556,0.5,0.9130434782608692,0.7999999999999972,0.2,0.2857142857142857,0.8666666666666667,0.875,0.25,0.0,0.3333333333333333,0.75,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.3377568493150685,0.12913256955810148,1.0,0.75,1.0,1.0,0.31547342842176773,0.3273607748184019,0.0,0.5230090073715536,0.0,0.0,0.5,0.5,0.375,0.3333333333333333,0.25,0.3846153846153847,1.0,0.25,0.8,0.8333333333333333,0.3301282051282044,1.0,0.4,0.2641129032258065,0.6000000000000001,1.0,1.0,0.0,0.10107816711590296,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.36363636363636365,1.0,0.4444444444444444,0.8,0.5013492517920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1469,12.0015054797889,0.0,0.8,0.5175033420618727,0.4027209942074603,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.5833333333333333,0.375,0.5714285714285714,0.75,0.5714285714285714,0.6666666666666665,0.5,0.8550724637681171,0.6666666666666643,0.2,0.2857142857142857,0.5333333333333333,0.5625,0.25,0.0,0.3333333333333333,0.75,1.0,0.75,0.75,1.0,1.0,0.1128632175761871,0.8333333333333333,0.0,0.2838184931506849,0.21276595744680854,1.0,0.75,1.0,1.0,0.510126308388605,0.0,0.0,0.4917234607434464,0.3333333333333333,0.0,0.25,0.5,0.25,0.3333333333333333,0.75,0.23076923076923078,1.0,0.25,0.0,0.8333333333333333,0.30448717948717885,0.3333333333333333,0.4,0.34005376344086025,0.6000000000000001,1.0,1.0,0.1348314606741573,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.09090909090909091,1.0,0.4444444444444444,0.8,0.5013492517920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1470,12.0015054797889,0.0,0.8,0.44563844305834177,0.3651823740380262,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.3333333333333333,0.375,0.5714285714285714,0.75,0.5714285714285714,0.3333333333333333,0.5,0.7101449275362324,0.3333333333333357,0.2,0.2857142857142857,0.6666666666666666,0.625,0.25,0.0,0.3333333333333333,0.75,0.4,0.5,0.75,0.25,0.6666666666666666,0.14245216158752658,0.3333333333333333,0.05111402359108781,0.0,0.14435351882160394,1.0,0.5,1.0,1.0,0.3563654979618365,0.0,0.0,0.34350958393203745,0.3333333333333333,0.0,0.25,0.0,0.25,0.3333333333333333,0.25,0.15384615384615385,1.0,0.0,0.2,0.8333333333333333,0.24038461538461497,1.0,0.4,0.3528225806451613,0.6000000000000001,1.0,1.0,0.16853932584269662,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.2727272727272727,1.0,0.4444444444444444,0.8,0.5013492517920564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
